links
http://www.naturalnews.com/047993_hepatitis_B_vaccine_multiple_sclerosis_mass_vaccination_campaign.html
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4266455/
https://www.ncbi.nlm.nih.gov/pubmed/12901584
http://news.bbc.co.uk/2/hi/health/3651782.stm
http://www.vaccinesafety.edu/hbvandms.htm
https://www.inquisitr.com/1703216/new-study-shows-a-link-between-the-hep-b-vaccine-and-multiple-sclerosis-again/
http://www.sciencemag.org/news/2017/06/decision-europe-s-top-court-alarms-vaccine-experts
http://edition.cnn.com/2017/06/21/health/vaccines-illness-european-court-bn/index.html
http://www.sciencemediacentre.org/vaccine-ruling/
http://www.iflscience.com/health-and-medicine/top-european-court-ignores-scientific-evidence-rules-vaccines-can-be-dangerous/
